,Spring,Spring,Spring,Spring,Roasting Ear,Roasting Ear,Roasting Ear,Roasting Ear,Roasting Ear,Roasting Ear,Roasting Ear,East Livingstone,East Livingstone,East Livingstone,East Livingstone,East Livingstone,Perry,Perry,Perry,Perry,Perry,Perry,Lewis Prong,Lewis Prong,Lewis Prong,Lewis Prong,Lewis Prong,Lewis Prong,Lewis Prong,Lewis Prong,Cap Fork,Cap Fork,Cap Fork,Cap Fork,Cap Fork,Cap Fork,Cap Fork,Cap Fork,Little Piney,Little Piney,Little Piney,Little Piney,Cove,Cove,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Lick Branch,Mulberry,Mulberry,Mulberry,Mulberry,Mulberry,Mulberry,Mulberry,Roasting Ear,Roasting Ear,Cap Fork,Cap Fork,North Sylamore,North Sylamore,East Livingstone,East Livingstone,Spring,Spring,Diles,Diles,Cap Fork,Mill,Mill,Mill,Mill,Mill,Mill,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Hurricane,Diles,Diles,Diles,Diles,Diles,Diles,Diles,Diles,Diles,North Sylamore,North Sylamore,North Sylamore,North Sylamore,North Sylamore,North Sylamore,North Sylamore,North Sylamore,North Sylamore,Mulberry,Mulberry,Cove,Hurricane,Lewis Prong,Lick Branch
18:3w6,0.018575668,0.036550609,0.178090525,0.061805008,0.092880657,0.040053008,0.083261834,0.090722178,0.0015699,0.002147875,0.144520613,0.030146976,0.017525638,0.029724272,0.06178469,0.048049954,0.000301648,0.003047551,0.026584556,0.052115545,0.048183691,0.002283127,0.244514406,0.124227821,0.123076463,0.036678871,0.052492529,0.018079758,0.097215836,0.08751765,0.021706085,0.109274609,0.090129688,0.054389763,0.026514626,0.032245233,0.028519241,0.050982038,9.46E-05,0.213714096,0.391916996,0.129840244,0.074322343,0.066984819,0.35607087,0.555137352,0.05253917,0.063721293,0.005144047,0.02840285,0.028992475,0.080417685,0.042462704,0.047854354,0.071352781,0.051011451,0.06639891,0.004959913,0.003186424,0.070450552,0.072208534,0.011421604,0.000242464,0.009681286,0.028530488,0.000828958,0.000279172,0.00367665,0.000955266,0.000465368,0.001264027,0.002291524,0.003239025,0.032803816,0.06288724,0.058050119,0.031475861,0.056213131,0.093076147,0.101488413,3.60E-05,0,0.06391845,0.071918994,0.017775301,0.011078383,0.073713548,0.003565475,0.095411152,0.024533311,0.029027579,0.068827333,0.170009512,0.298679067,0.050774071,0.009973548,0.025630964,0.000904151,0.010140829,0.011784156,0.060261263,0.061696455,0.090410126,0.098206983,0.166582254,0.044200596,0,0.000211324,0.028728958,0.024104638,0.010246789,0.009566506,0.000286201,0,0.003
18:3w3,1.038043652,0.383245785,1.79129393,2.165086837,0.391802534,0.206585742,1.344265581,1.413925867,0.01716001,0.023007385,1.086233351,2.325121059,1.47553372,1.141315052,1.179334993,0.685751339,0.015514825,0.095533247,2.132425784,0.790339811,1.373163479,0.082104261,1.123536011,1.057553569,1.164551702,0.866458599,1.232915721,0.46631631,3.479534235,2.594855827,0.464700568,0.461171463,0.445643143,0.849589469,0.832407199,0.930896549,0.704863019,1.19361416,0.004026657,5.721478125,6.874681723,3.630358085,1.980721262,1.616541657,0.928362036,1.203391336,0.692523811,0.669893456,0.170464789,0.694064167,0.760017247,1.066750498,1.624378442,1.833063897,0.772393192,1.37095996,2.150617712,0.215642182,0.101373753,3.583253635,3.102341243,0.120564669,0.00828559,0.129723124,0.293274631,0.048500282,0.024095321,0.468646388,0.160510484,0.013467437,0.029452626,0.066767035,0.092312199,0.292168922,1.479559208,1.42517067,0.788454238,0.391372373,0.678503173,0.832713548,0.00234158,0.004283233,2.261319433,2.353167755,0.233564257,0.121144246,0.694238986,0.104844802,1.68124226,0.466444564,2.327598422,0.650681791,2.477616136,5.327510527,1.318788331,0.115692124,0.266203114,0.006779713,0.184619878,0.245424338,3.117664468,3.21547875,1.100681099,1.065662909,1.443533182,0.960157898,0.000706635,0.017577604,0.694247076,0.63428382,0.284120136,0.175435521,0.008742473,0.3,0.054
18:4w4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:4w3,0.036809452,0.050083938,0.197462538,0.23738317,0.090076931,0.037389774,0.124158174,0.1372178,0.004383017,0.015736156,0.178976044,0.09453867,0.049532566,0.09132563,0.12162382,0.0883379,0.000655305,0.007289109,0.095718458,0.107388298,0.207245309,0.001078494,0.439923245,0.260560278,0.2609516,0.053659918,0.088217617,0.021615605,0.209477458,0.175208428,0.042101138,0.12698022,0.09308483,0.07203759,0.057414415,0.067629443,0.052855012,0.115917627,0.000278607,0.365918155,0.826041285,0.218227906,0.192672582,0.131115969,0.595349326,0.800314382,0.067465896,0.102440616,0.006698839,0.040948939,0.038804055,0.147221418,0.087990957,0.105837146,0.10361024,0.073215834,0.122362272,0.003591661,0.004420577,0.154447097,0.164221858,0.019944262,0.000107855,0.017538467,0.06270353,0.001672793,0.000742493,0.012128334,0.003134667,0.004097241,0.002729465,0.004483332,0.007509496,0.03536102,0.1593785,0.131232798,0.045559654,0.094746169,0.190155955,0.174961564,0.000754186,0.000931546,0.130348363,0.127448965,0.04123204,0.017984632,0.146486071,0.014739559,0.222633593,0.037730953,0.128118064,0.119037121,0.320608478,0.496498968,0.069473539,0.014764687,0.027699755,0.001020358,0.010023916,0.010021945,0.142862599,0.154801479,0.149899782,0.149774098,0.202968217,0.073190518,0.000126185,0.000671707,0.051462174,0.039687979,0.011757493,0.01147969,0.000369206,0,0.003
18:5w3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA20:0,0.041005665,0.049760726,0.089546062,0.038385449,0.024241275,0.022353848,0.04685595,0.04768348,0.030018675,0.059238905,0.054973813,0.05064537,0.040116011,0.009540716,0.048842769,0.036546024,0.006928994,0.003925957,0.039434344,0.042211429,0.033339749,0.04890432,0.062319448,0.050602271,0.046776678,0.048051542,0.070201923,0.044445288,0.075707527,0.050083999,0.023255736,0.049160846,0.061753462,0.104366239,0.054447981,0.063276267,0.039831002,0.052703933,0.012650325,0.054533574,0.090605603,0.038154235,0.044711699,0.048169827,0.064707168,0.086518078,0.062009377,0.056548655,0.055559017,0.057590289,0.065170213,0.082726315,0.039045987,0.046062809,0.060133373,0.065755489,0.080881433,0.046499182,0.041040997,0.075575379,0.061972507,0.004194113,0.003295006,0.007146594,0.00827642,0.004156691,0.005359977,0.007052835,0.003123034,0.004986995,0.004438978,0.003138137,0.004305476,0.066740741,0.055025505,0.063593432,0.09364872,0.095334213,0.044802877,0.057895236,0.006094177,0.01356109,0.039842493,0.043876767,0.062552055,0.043814712,0.068197608,0.040877675,0.043508285,0.03765104,0.021991207,0.046924985,0.069509028,0.077884534,0.108338595,0.040788159,0.059441607,0.019276266,0.017556467,0.017733735,0.050005688,0.047573138,0.041354292,0.056225354,0.048930457,0.087329874,0.011691922,0.038000531,0.035675726,0.034676207,0.058251666,0.037378826,0.014984174,0.1,0.041
20:1w9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20:1w7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20:2w6,0.005474205,0.020103758,0.011988131,0.005039305,0.065693354,0.059486853,0.008756612,0.007173116,0.00452821,0.008490241,0.019781317,0.009519418,0.004434396,0.003210853,0.017201121,0.017272828,0.010398692,0.097854818,0.006319463,0.016002284,0.015844134,0.001784875,0.008515961,0.023407315,0.029468664,0.008459812,0.011711848,0.00228422,0.01331767,0.007689311,0.003653337,0.044241666,0.048410288,0.028149321,0.002525202,0.003973739,0.009654161,0.022896543,0.000177415,0.010921463,0.036833786,0.005830432,0.005909651,0.004731471,0.003862492,0.010770437,0.011560797,0.010373234,0.000964853,0.002005468,0.007397307,0.010147403,0.006974785,0.007810663,0.006764838,0.01344603,0.010295632,0.001247104,0.000346429,0.01106583,0.009286257,0.093545417,0.01535635,0.063874959,0.127306943,0.050432534,0.026537751,0.168616002,0.09477166,0.02188413,0.054184498,0.093203637,0.129747668,0.006366861,0.011887182,0.0116916,0.009909697,0.010662337,0.010101716,0.015510998,0.001242858,0.006949383,0.00477519,0.00543801,0.012642663,0.004681389,0.021602124,0.002362192,0.021025068,0.007108267,0.002241416,0.025077475,0.019675758,0.03760149,0.022810607,0.0186204,0.028112289,0.00096934,0.066376084,0.074269951,0.007955565,0.007268452,0.019022539,0.020635583,0.024958075,0.00717771,0.003251962,4.53E-05,0.011019117,0.003331128,0.003961437,0.001936023,0.00043468,0,0.002
20:3w6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20:4w6,0.243852447,0.366489574,0.578722387,0.10061663,0.362253793,0.169849833,0.25714025,0.265546893,0.004705164,0.007027817,0.558609024,0.30819277,0.209903023,0.151317888,0.389279699,0.289755859,0.038975034,0.236854994,0.237519795,0.352612481,0.231176271,0.102608251,0.730581487,0.648812223,0.697388747,0.501755901,0.713464304,0.188008201,0.523289558,0.388184825,0.255492196,0.551154628,0.472569677,0.611798426,0.60654413,0.637743645,0.210794651,0.35065373,0.000532244,0.343851966,0.898174881,0.250354613,0.390553543,0.265726326,0.713388915,1.148364597,0.415700341,0.522798778,0.294147971,0.273333893,0.679428404,0.687419258,0.422301379,0.45830145,0.353889347,0.705074266,0.659105273,0.177245617,0.144341761,0.535012944,0.484642787,0.23754089,0.027902622,0.089305518,0.335364929,0.092160712,0.047202399,0.401766009,0.228285225,0.054428007,0.089512767,0.244111839,0.341943445,0.306118891,0.327813427,0.305829359,0.289422901,0.117964215,0.44080892,0.605151989,0.00300094,0.003162087,0.257601149,0.249562181,0.361488843,0.055811424,0.567360541,0.008516944,0.490594752,0.307509467,0.027799437,0.737698931,0.774247123,0.996009153,0.92544361,0.358230215,0.435923482,0.010382144,0.303865785,0.41389651,0.191573429,0.223528907,0.481349149,0.503991071,0.884182749,0.248495887,0.000364133,0.000588687,0.086720302,0.219679932,0.310941869,0.19500891,0.00415383,0.3,0.026
20:3w3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20:4w3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20:5w3,2.075448307,1.583528807,2.640246191,0.846174589,2.651167789,0.949565306,3.507139824,3.734288351,0.024759962,0.045085907,3.554255436,2.05885829,1.454173747,1.261351,1.70507341,1.208703677,0.026787256,0.261996556,1.862829443,1.557238438,1.35453974,0.134117922,1.631741449,2.312196205,2.488805348,1.264558773,2.108109579,0.728092926,3.421623723,2.73028242,1.285003531,2.914335875,2.488967327,2.583654635,2.370201199,2.604061244,2.23247911,4.098558759,0.00070703,1.83104096,2.964816661,1.258802163,3.055820993,2.016486516,2.140913383,3.060178099,1.157231921,1.67551585,0.383261833,1.192611725,1.489173002,2.140229896,2.274016297,2.56070019,0.464403838,1.447882925,2.267288347,0.261906196,0.24313534,2.491956553,2.003737866,0.422445407,0.020434722,0.207737081,0.919291375,0.068782673,0.037392704,0.393280664,0.168823492,0.049943719,0.085732591,0.132601427,0.180505609,1.100164884,2.94834628,2.738596365,1.773427492,0.71919722,2.448198866,3.149071713,0.002010952,0.003454321,1.348535422,1.272908016,0.481284878,0.10122695,1.396805147,0.01807795,1.474589263,0.666099364,0.547432465,1.867375307,1.751440099,2.681414357,1.790849153,0.35018841,0.475066463,0.012717631,0.476888986,0.646914337,1.743513192,2.091027379,2.403395711,2.699978116,2.295626977,1.671260457,0.001467349,0.003528351,0.532493137,0.529694344,0.43992555,0.425705407,0.003765765,0.5,0.03
FA22:0,0.040732972,0.046002238,0.027043175,0.018499882,0.011918723,0.014767214,0.034097853,0.03044667,0.037852296,0.058956546,0.036965182,0.043244249,0.038101127,0.003188811,0.046752607,0.029342763,0.002970418,0.001509608,0.036440746,0.033388548,0.026799731,0.042206308,0.014515367,0.041069164,0.041441236,0.024285637,0.038000929,0.021345253,0.057563743,0.034816817,0.007040627,0.035335541,0.053132511,0.053597498,0.028293129,0.038888827,0.020091583,0.054705053,0.004275037,0.035398484,0.084295176,0.027838855,0.036019421,0.043684787,0.018265499,0.018216665,0.055769897,0.053145331,0.040137902,0.03142755,0.030049666,0.043940848,0.034754661,0.043750948,0.023740002,0.035983235,0.046174592,0.021991797,0.019677882,0.071361632,0.035498529,0.00176134,0.001489901,0.001741191,0.002364034,0.001571033,0.002104933,0.002616917,0.001626149,0.002317732,0.001581522,0.001779255,0.002618289,0.054135751,0.051421519,0.049032997,0.028606169,0.070778529,0.030703026,0.044815499,0.001515958,0.003914218,0.030123925,0.031421383,0.029956881,0.038419531,0.066271172,0.032538222,0.036626363,0.011171846,0.0076086,0.043700503,0.018517667,0.018965576,0.0398982,0.022044677,0.02715379,0.029802961,0.015610697,0.021677571,0.039503234,0.040531491,0.030172087,0.039686998,0.010550004,0.063715839,0.021523521,0.03129855,0.022413159,0.029688819,0.029228079,0.028891597,0.01769611,0,0.02
22:1w9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22:1w7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22:4w6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22:5w6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22:5w3,0.005433505,0.01219431,0.040514294,0.002868566,0.21054872,0.091705415,0.01530837,0.018347438,0.000503639,7.59E-05,0.005920773,0.009393483,0.00829901,0.010679577,0.002402373,0.002788905,0.039676404,0.601413999,0.010297082,0,0.010122103,0.006206068,0.029926324,0.003591858,0.005256251,0.005464268,0.01159328,0.002580856,0.008299542,0.008192778,0.004591355,0.005710377,0.004482037,0.030712217,0.021165541,0.022717919,0.009168417,0.019344166,0,0.008838355,0.003609895,0.006413676,0.009595696,0.005337691,0.034437077,0.048261973,0.000571078,0.000550775,0.006323925,0.002951374,0.007548767,0.013854183,0.005689375,0.006051638,0.008597121,0.00872251,0.00421593,0.000919294,0.000526861,0.009882691,0.004913501,0.443395735,0.028369157,0.172321946,0.567220731,0.115621469,0.060637401,0.56324315,0.321381616,0.082406544,0.170719069,0.321798807,0.456128393,0.008818129,0.027192509,0.02211029,0.001780796,0.002642967,0.006758424,0.015354862,0.004038973,0.003700331,0.004441086,0.003158727,0.012550446,0.000160708,0.0010298,0.000109627,0.00071999,0.004059584,0.003745494,0.003257385,0.060232514,0.109432615,0.042967622,0.04017793,0.03615976,0.00105437,0.06389307,0.080896002,0.009409131,0.013717735,0.007075622,0.009132539,0.01986019,0.021201316,0.000209106,9.06E-05,0.00018289,0.000152086,4.60E-05,6.03E-05,6.77E-06,0,0.001
22:6w3,0.008331374,0.01514477,0.014410604,0.003521532,0.263277242,0.097673805,0.022968163,0.034810117,0.000748652,0.001121647,0.006265981,0.011553758,0.007214496,0.009992587,0.006349363,0.001269883,0.00248154,0.032982728,0.003188485,0.003113958,0.005206428,0.0010848,0.018524573,0.000922437,0.000262318,0.003439678,0.002381233,9.26E-05,0.018473359,0.015159723,0.003104788,0.003508786,0.008376477,0.007561076,0.004242612,0.004484254,0.008822324,0.021322018,8.28E-05,0.01725886,0.003490483,0.010164541,0.013124516,0.006158306,0.014911888,0.02067658,0.001154264,0.001641562,0.000203998,0.00157651,0.002586937,0.003262351,0.010217022,0.013681964,0.004109357,0.004933454,0.003189006,0.000228042,0.000111868,0.015273249,0.009010685,0.079012378,0.002821783,0.027542681,0.132230248,0.005114188,0.003270772,0.035405059,0.024568037,0.005822107,0.005693083,0.028796559,0.039927745,0.003308139,0.032837427,0.025365104,0.003153257,0.003121157,0.00418326,0.006539869,0,0.000383117,0.008770803,0.007635485,0.005069661,0.000244192,0.008341971,8.61E-05,0.007888091,0.002133679,0.004243084,0.007063151,0.037386003,0.079090348,0.00867669,0.006462465,0.007686351,0.000238084,0.11614214,0.162069357,0.009431803,0.010291637,0.003676602,0.003899493,0.061498053,0.00633403,7.21E-05,0.000177361,0.001481408,0.001463104,0.000488244,0.00050948,0.000141972,0,0.001
FA23:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA24:0,0.008376145,0.004995927,0.015078336,0.002011236,0.007853511,0.007046224,0.00885979,0.008394072,0.026615711,0.050236523,0.006101774,0.006551865,0.006358446,0.001458477,0.002767165,0.003054976,0.001530531,0.000215937,0.00652074,0.001167734,0.001732892,0.004225676,0.00770155,0.006995463,0.00502858,0.00204349,0.003191446,0.002978873,0.012105409,0.008087308,0.001127268,0.004943261,0.004675043,0.004897152,0.002233311,0.003311449,0.009435576,0.010556299,0.000871303,0.009196805,0.007972999,0.006813903,0.006950328,0.00715635,0.00738712,0.010066813,0.007056747,0.006329431,0.002139218,0.00295504,0.001829637,0.003925392,0.006203981,0.007943699,0.008822836,0.002404003,0.002484151,0.002551219,0.002544087,0.016032483,0.010839166,0.001671719,0.000990759,0.002083029,0.003480204,0.00036955,0.000737251,0.000855267,0.000389087,0.001038198,0.001327526,0.000381269,0.001239137,0.003727859,0.010247799,0.00976718,0.001633342,0.004303707,0.003553284,0.0066737,0.002076066,0.00470474,0.00597751,0.006562881,0.00272826,0.005539191,0.008460339,0.003205273,0.00289813,0.000915005,0.000667223,0.00404157,0.006874875,0.006128634,0.002010557,0.002057417,0.001833756,0.028935657,0.004345274,0.005591048,0.008280539,0.006267839,0.002607095,0.003078668,0.001647957,0.004002335,0.012510321,0.00272834,0.002103234,0.00219979,0.001317308,0.002321939,0.001249589,0,0.008
FA26:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA27:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA28:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA29:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FA30:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
